Country|firstName|lastName|personId|gender|birthday
United_States|Capitola|Rudin|1900|Female|1980-01-08
United_States|Patrice|Baumann|1901|Male|1978-08-12
Australia|Mungo|Foster|1902|Male|1980-11-27
United_States|Manuel|Berryman|1903|Female|1986-08-23
United_States|Fess|Galis|1904|Male|1976-05-10
United_States|Ona|Swearer|1905|Male|1992-08-12
Germany|John Jacob|Globke|1906|Male|1977-08-02
England|Albert Alexander|Soddy|1907|Female|1971-05-06
Italy|Gianluigi|Guidoni|1908|Male|1991-06-07
Romania|Constantina|Oblemenco|1909|Female|1973-05-02
United_States|Harper|Jacquette|1910|Female|1975-09-02
United_States|McLean|Swift|1911|Female|1985-05-08
Canada|Louis-Honoré|Durnan|1912|Female|1972-02-02
Italy|Luigi|Greppi|1913|Female|1982-06-16
United_States|Vicki Sue|Redmond|1914|Female|1985-03-05
United_States|Ralph W.|Randles|1915|Male|1991-09-19
United_States|Melony G.|Perrineau|1916|Female|1990-11-28
United_States|Harold Clayton|Fey|1917|Male|1982-02-06
United_States|Henry L.|Dial|1918|Male|1982-05-02
United_States|Anna D.|Thumbtzen|1919|Male|1996-03-05
England|Alan|Keown|1920|Female|1993-02-26
United_States|Walt|Perkins|1921|Female|1976-02-23
Belgium|Admiral|Carre|1922|Male|1980-09-02
Australia|Leon|Egan|1923|Male|1992-07-18
England|Paul George|Atkinson|1924|Female|1981-10-24
England|Theodore Dyke|Adrian|1925|Male|1977-04-17
United_States|Judith|Buffett|1926|Male|1991-03-27
United_States|Stacey|Dwyer|1927|Female|1994-04-13
England|Tamer|Woodyatt|1928|Female|1993-08-07
England|Broderick|Root|1929|Male|1970-04-27
United_States|Louis O.|Van Vechten|1930|Female|1997-06-14
South_Africa|Hugh Alan|Rautenbach|1931|Male|1978-05-11
England|Jimi|Hackney|1932|Female|1983-01-03
United_States|Jimmy G.|Coolidge|1933|Male|1991-09-06
United_States|Morgan D.|Brass|1934|Male|1976-04-05
United_States|Stacey Lynn Swain|Bagdasarian|1935|Female|1976-04-17
England|Thora|Farjeon|1936|Female|1993-10-05
United_States|Bobby Sue|Winbush|1937|Male|1990-02-17
India|Sachin|Azad|1938|Male|1982-10-11
Italy|Thomas|Trentini|1939|Female|1978-08-20
United_States|Peri|Kleiser|1940|Male|1986-09-11
United_States|Ernest Dale Tubb|Fletcher|1941|Female|1998-10-03
Netherlands|Ivo H.|Dekkers|1942|Female|1987-06-18
United_States|Vito|Willard|1943|Male|1971-09-14
United_States|Grattan|Valderrama|1944|Male|1988-02-14
England|Jacqui|Mantle|1945|Female|1980-05-27
England|Arthur Eric Rowton|Mambo|1946|Male|1978-05-22
United_States|T'Keymah Crystal|Halicki|1947|Female|1985-03-02
United_States|Ntozake|Mazzello|1948|Female|1990-01-06
United_States|Arthur Thomas|Gomez|1949|Female|1978-11-01
United_States|Spencir|Delgado|1950|Female|1983-06-13
Spain|Raul|Tristán|1951|Female|1995-01-04
Belgium|Cornelius|Poplimont|1952|Female|1992-03-01
United_States|Gilbert|Oller|1953|Male|1990-04-26
United_States|Marietta Williams|Abrahamson|1954|Female|1971-11-25
United_States|Harold|Dubie|1955|Male|1985-09-13
Canada|Wallace|Graham|1956|Female|1999-05-07
England|John Parr|Dawn|1957|Male|1983-10-27
United_States|Jamieson Brown|Barash|1958|Female|1985-03-08
Italy|Morris|Bose|1959|Female|1995-03-03
United_States|Sahara|Bermudez|1960|Male|1996-11-29
United_States|Delane|Ratterman|1961|Female|1995-07-09
Italy|Franko|Pitagora|1962|Female|1995-10-18
United_States|Lenny|Cropper|1963|Female|1971-02-07
United_States|Harold|Silo|1964|Female|1995-05-23
United_States|Derk|Karn|1965|Female|1990-07-14
United_States|Elise|McLemore|1966|Male|1982-04-03
United_States|Allen|Bova|1967|Female|1971-10-08
India|Emani|Frazer-Nash|1968|Female|1974-03-21
United_States|Paulo Peacock|Whitmore|1969|Male|1981-02-06
United_States|Warren|Gabel|1970|Male|1982-04-19
England|Alison Barbara|Brody|1971|Female|1979-09-25
Soviet_Union|Jake|Magerramov|1972|Female|1970-05-01
Spain|Jose Fernando|Zaballa|1973|Male|1970-07-20
Canada|Donald Rae|Macneill|1974|Female|1995-04-25
Mexico|Jose Mariano de|Romero|1975|Male|1972-04-09
United_States|Herman Harris|Davis-Williams|1976|Male|1972-01-09
Belgium|Thomas|Cools|1977|Male|1987-07-04
South_Korea|Ji-hwan|Yum|1978|Female|1991-07-13
United_States|Frank Henry Loesser|Ruter|1979|Male|1998-02-16
United_States|Monique Gabriela|Overman|1980|Male|1982-05-17
United_States|Warne Marion Marsh|Rolle|1981|Male|1999-10-05
United_States|Charles|Edelman|1982|Male|1990-07-01
England|Jennifer|Roth|1983|Female|1970-04-08
India|Shyam Sunder|Boban|1984|Male|1989-10-15
United_States|Nikolai|Cunliffe|1985|Male|1992-11-15
Brazil|Karina|Amalfi|1986|Female|1971-08-23
United_States|Buffy|Leach|1987|Male|1992-04-18
England|Roger Barry Webster|Jarvis|1988|Male|1989-08-15
United_States|Forrest Edward Sr.|Fante|1989|Male|1987-10-28
Poland|Haim|Wolszczan|1990|Female|1982-11-09
United_States|Natashia|DeGeneres|1991|Female|1988-06-07
Croatia|Tereza Ana Kesovija|Cebalo|1992|Female|1983-04-11
Japan|Noboru|Grimm|1993|Female|1970-08-11
United_States|Floyd Macmillan|Sinn|1994|Female|1999-11-19
United_States|Cate|Halicki|1995|Male|1992-06-14
United_States|Samuel Taylor|Ledford|1996|Male|1979-03-20
United_States|Hill|Vassilieva|1997|Female|1999-04-07
United_States|Zoot Horn|Wopat|1998|Male|1998-10-08
United_States|Rajiv|Hadley|1999|Female|1979-11-13
United_States|Tasha|Mooney|2000|Male|1987-05-02
England|Gerard|Archer-Straw|2001|Female|1976-03-08
Netherlands|Dirk|Houten|2002|Male|1971-07-19
United_States|Dorothy Sims|Margolin|2003|Male|1985-06-11
Sweden|Mikkey|Rehbinder|2004|Female|1994-08-13
United_States|Audrey Forbes|Uvena|2005|Male|1999-09-02
United_States|Frederic|Diskin|2006|Female|1979-09-11
Germany|Frederick|Bonin|2007|Male|1980-10-19
England|Moses|Squire|2008|Female|1975-08-18
Italy|Villi|Gras|2009|Male|1998-03-12
Soviet_Union|Ivan Ivanovich|Pavlyuchenko|2010|Male|1981-03-01
Italy|Peppino De|Lulli|2011|Female|1997-04-27
United_States|Beano|Sessions|2012|Female|1973-02-19
United_States|Robert L.|Lou|2013|Male|1974-04-01
United_States|Elinor Blake|Crosson|2014|Male|1990-05-11
United_States|Andrew W. Bey|Leven|2015|Male|1981-07-19
United_States|Curtis J.|Eichhorn|2016|Female|1988-04-15
England|Clifford Thomas Ward|Driscoll|2017|Male|1976-03-05
United_States|Jacob Aall Ottesen|Bowerman|2018|Female|1976-09-09
United_States|Bo|Huggins|2019|Male|1974-04-03
Republic_of_Ireland|Thomas McCarthy|Ratcliffe|2020|Male|1974-08-10
United_States|Frank D.|Exley|2021|Female|1999-07-09
United_States|William Joseph|Gulotta|2022|Female|1980-02-17
Australia|Jill|Burnett|2023|Male|1970-03-13
United_States|Nile Gregory Rodgers|Mumphord|2024|Male|1981-10-07
Soviet_Union|Genrikh|Gur|2025|Female|1988-02-07
United_States|Bryce|Maclevy|2026|Male|1981-05-19
United_States|Larkin Allen Collins|Vassilieva|2027|Female|1976-07-06
United_States|John Lloyd|Lutcher|2028|Female|1985-06-05
Italy|Lucia|Mulé|2029|Male|1979-10-25
England|Kenny|Grice|2030|Male|1978-03-02
Scotland|David John|Little|2031|Male|1977-10-22
United_States|Amy Denio|Witherspoon|2032|Male|1991-03-06
United_States|Joseph Hugh|Chen|2033|Female|1981-04-29
Germany|Edmond|Lohmann|2034|Female|1979-03-10
United_States|Donyale|Cadmus|2035|Female|1986-10-07
Republic_of_Ireland|Damien|Barton|2036|Male|1973-08-09
Italy|Jone|Maugeri|2037|Female|1983-01-04
England|J. E. H.|Boswell|2038|Female|1977-02-28
Spain|Jesus|Galisteo|2039|Female|1986-04-08
United_States|Erich|Adamson|2040|Male|1995-03-16
United_States|William Forsyth|Attaway|2041|Male|1972-06-17
Russian_Empire|Vasily|Zamenhof|2042|Female|1970-06-23
Sweden|Stieg|Kjellgren|2043|Male|1993-06-17
United_States|Alley|Felten|2044|Female|1994-11-21
United_States|Kaleo|Alther|2045|Female|1989-06-07
United_States|Lise|Stagg|2046|Male|1978-10-21
United_States|Eden|Lorber|2047|Male|1988-09-13
United_States|Madalyn Murray|Benard|2048|Male|1992-09-11
England|Percy Jack|Litchfield|2049|Female|1997-03-28
Canada|John David|Fessenden|2050|Male|1972-03-15
Germany|Eduard|Bonin|2051|Female|1986-08-27
United_States|J. Frank|Nicholls|2052|Male|1973-09-08
Netherlands|Rijk De|Veld|2053|Female|1987-02-18
United_States|Asher|Sampson|2054|Female|1990-07-22
United_States|Sky|Crowder|2055|Male|1994-05-04
United_States|Elizabeth Ann|Lovett|2056|Female|1988-01-19
Portugal|Adolfo|Caetano|2057|Male|1988-01-13
United_States|David Lee|Fant|2058|Male|1993-05-11
United_States|Daniel|Treacy|2059|Female|1991-03-16
Spain|Eladio|Brausewetter|2060|Female|1984-03-29
United_States|Jai Johanny|Pickard|2061|Female|1988-05-23
United_States|Howie|Delate|2062|Male|1974-02-28
United_States|Daphne|Cutler|2063|Female|1990-04-09
United_States|Tracee Ellis|Tribbett|2064|Female|1982-01-29
Cuba|Arminda|Oves-Fernandez|2065|Female|1981-04-21
United_States|Lainie|Fessenden|2066|Male|1980-03-23
Japan|Fujio|Oya|2067|Male|1977-08-14
Ukraine|Gabriela|Shchedov|2068|Male|1988-05-06
France|Perrig|Dard|2069|Female|1998-05-13
Australia|James|Swainston|2070|Male|1978-08-13
Australia|Philip Maxwell|Buckley|2071|Male|1978-01-20
England|Paul Julian Banks|Gilder|2072|Male|1985-11-17
United_States|Ronald C.|Lauer|2073|Female|1981-07-27
United_States|Kelli|Mix|2074|Female|1986-09-09
United_States|Thomas M.|Shire|2075|Male|1970-11-02
Italy|Felix|Calori|2076|Female|1984-10-21
Belgium|Hieronymus|Delporte|2077|Male|1972-01-13
United_States|James Breckenridge|Van Vechten|2078|Male|1976-11-03
England|Harold|Statham|2079|Female|1986-02-14
United_States|Big Bill|Sink|2080|Male|1999-02-22
United_States|Alfred Arnold Cocozza|Wilcox|2081|Male|1971-01-17
United_States|D.W.|Edner|2082|Male|1987-04-28
Australia|Athol Gordon|Lyell|2083|Male|1987-06-29
England|Fraizer Lee|Yankey|2084|Male|1999-04-08
United_States|Erma|Revell|2085|Male|1981-03-02
United_States|Dee|Eichhorn|2086|Male|1993-09-17
United_States|Noel Jan|Severson|2087|Female|1992-06-09
United_States|Stephen III.|Margouleff|2088|Female|1986-09-15
Italy|Salvador|Tre Re|2089|Female|1993-05-09
United_States|Rick|Pleau|2090|Male|1983-07-29
United_States|Frank Henry Loesser|Lagos|2091|Male|1994-06-08
United_States|Dule|Stanton|2092|Female|1982-06-11
England|Albert W.|Eagar|2093|Female|1992-03-09
England|Jared|Clowes|2094|Male|1980-09-01
United_States|John Sylvester|Ferrell|2095|Male|1982-01-01
United_States|Dweezil|Kreis|2096|Male|1971-10-19
United_States|Yoanna|Fraiture|2097|Male|1971-05-15
Germany|Hardy|Wende|2098|Female|1999-07-18
United_States|Nicole Prescovia Elikolani Valiente Scherzinger|Depew|2099|Male|1974-05-03
United_States|Ginger|Vilsack|2100|Male|1978-09-21
United_States|Warren Edward|Baxley|2101|Male|1984-04-13
United_States|Mitchel Tate Musso|Nero|2102|Male|1985-04-28
United_States|John Russell Morgan|Ah You|2103|Female|1990-06-15
United_States|Rayne|Valenti|2104|Male|1993-10-03
United_Kingdom|Suzanne|Donovan|2105|Female|1982-09-23
Italy|Giuliano|Desideri|2106|Male|1976-04-15
Thailand|Ronnachai|Kositpipat|2107|Male|1982-07-02
United_States|Chuck|Mekka|2108|Female|1972-08-15
United_States|Lorenzo|Korka|2109|Male|1977-03-22
United_States|Antonella Maria Barba|Oakland|2110|Male|1995-04-25
Kuwait|Sanjeeda|Behbehani|2111|Male|1975-03-02
United_States|Levi William|Rainey|2112|Female|1980-05-03
England|Sacha|Giles|2113|Female|1991-05-27
United_States|Cheech|Lurie|2114|Male|1978-04-04
United_States|Richard Steven|Mackinney|2115|Male|1993-04-27
United_States|Kinzie|Ehle|2116|Male|1992-08-21
England|Parminder|Fitton|2117|Male|1993-03-22
United_States|Jeffery|Muse|2118|Male|1991-08-15
United_States|George W.|Streight|2119|Female|1972-07-09
United_Kingdom|Vera Margaret Welch|Grenfell|2120|Female|1999-07-29
United_States|Stephen Victor Tallarico|Schuman|2121|Female|1991-01-01
Canada|Leonel|Aubry|2122|Female|1978-06-06
Italy|Trentino|Semenzato|2123|Female|1981-03-02
India|Om|Bhattacharya|2124|Female|1998-03-27
United_States|Doyle|Blade|2125|Female|1997-11-13
United_States|Jeremy Clayton Davis|Carmel|2126|Male|1979-03-18
England|Mike A. Turner|Helps|2127|Male|1997-06-13
United_States|Lacey Elizabeth Brown|Fulton|2128|Male|1996-08-26
United_States|Baruch|Axel|2129|Male|1996-08-22
England|Charles Lane|Mee|2130|Female|1977-01-14
United_States|Peter Redfield Toh|Cowdery|2131|Female|1979-11-26
United_States|Stafford|Axelrod|2132|Male|1978-10-03
England|David James|Knaggs|2133|Female|1998-05-19
United_States|Carolyn|Devela|2134|Female|1983-01-04
United_States|Augustus Witschief|Denzler|2135|Female|1983-10-06
United_States|Jon Button|Wedge|2136|Male|1989-01-11
United_States|Jeremy Clayton Davis|Eastman|2137|Female|1973-10-29
Greece|Stratos|Valtinos|2138|Male|1972-06-21
United_States|Richard S.|Kleene|2139|Female|1990-02-07
United_States|Robert Spencer|Germano|2140|Male|1997-01-21
Italy|Davide|Marzotto|2141|Male|1975-04-08
United_States|Stephen Joshua Sondheim|Stratton|2142|Female|1983-08-26
England|Marco|Root|2143|Male|1981-02-20
United_States|William L.|Crayne|2144|Male|1973-05-27
France|Hilaire De|Clery|2145|Female|1995-05-26
United_States|Arthur C.|Doherty|2146|Male|1970-01-03
United_States|Camu|Negron|2147|Female|1995-11-09
Russia|Yakov|Yeames|2148|Male|1987-04-21
Mexico|Laisha|Corro|2149|Female|1986-07-27
United_States|Gilbert Scott-Heron|Rudin|2150|Male|1989-06-28
Australia|May|Bouchet|2151|Male|1999-04-12
England|House Sr.|Mantel|2152|Male|1979-06-17
England|Howard|Bussey|2153|Male|1983-06-24
United_States|Robert Francis|D|2154|Female|1973-02-09
France|Alphonse James De|Bonheur|2155|Female|1978-11-24
United_Kingdom|Vicky|McCartney|2156|Female|1998-11-29
Canada|Doug|Sexsmith|2157|Female|1990-01-22
Netherlands|Dirk|Ouden|2158|Male|1984-04-11
United_States|Raquel|Joli|2159|Female|1995-03-24
United_States|Thompson H.|Updike|2160|Female|1988-04-11
Italy|Maria Rita|Cominelli|2161|Male|1971-07-08
United_States|Clarence Hailey|Davlin|2162|Male|1992-08-07
England|Petrine|Branch|2163|Male|1994-10-07
Austria|Erwin|Hausler|2164|Male|1995-08-17
United_States|Roman|Coltrane|2165|Male|1982-02-23
United_States|Alexander Emanuel|Means|2166|Female|1986-02-26
England|Benedict Swingate|Hamilton|2167|Female|1973-11-01
United_States|Hart Ancker Wand|Kane|2168|Male|1977-02-18
New_Zealand|Harold Eric|Jenness|2169|Female|1987-09-26
United_States|James Otis|Reagan|2170|Male|1977-11-29
United_States|Antron Singleton|Hutchins|2171|Male|1970-07-18
United_States|James Columbus McShann|Dudikoff|2172|Male|1990-09-15
United_States|Harry Nuuanu|Covelli|2173|Male|1971-03-23
United_States|Livingston Taylor|Flitter|2174|Female|1991-09-07
England|George Biddell|Gilder|2175|Female|1985-04-19
Germany|Bernhard Adolph|Tuerke|2176|Female|1981-10-29
England|Francis Dominic Nicholas Michael Rossi|Bartram|2177|Female|1975-03-22
Australia|Michael Ehrenfried|Andrew|2178|Female|1983-04-11
India|Ajith|Aiyar|2179|Female|1996-06-07
Hungary|Ernő|Szakacsi|2180|Male|1975-03-17
United_States|Jacques|Brownlee|2181|Female|1993-06-04
United_States|C Everett|Eccles|2182|Female|1983-07-27
England|Thomas Albert|Drew|2183|Female|1983-10-21
United_States|Divie Bethune|Hazan|2184|Female|1998-07-13
United_States|Charlie|Benchley|2185|Male|1982-01-04
England|Arthur5th Baron Sheffield|Steer|2186|Male|1982-06-18
United_States|David B. Cole|Serling|2187|Female|1978-11-20
United_Kingdom|Harriet|Moss|2188|Male|1979-04-10
France|Étienne|Lavie|2189|Female|1974-01-14
United_States|Craug|Bamford|2190|Male|1976-03-11
United_States|Margie|Capizzi|2191|Female|1997-09-27
United_States|Kurt Kankan|Karman|2192|Female|1972-08-10
United_States|Nellie|Rohlinger|2193|Male|1978-06-28
England|Nikkala|Rea|2194|Female|1992-01-08
Sweden|Amy Linnéa Deasismont|Flodquist|2195|Male|1977-10-06
United_States|Brian Dennis Thomas|Greger|2196|Female|1976-06-03
United_States|M.C.|MILDREN|2197|Female|1981-03-29
United_States|Damien|Dallas|2198|Male|1984-10-23
Germany|Martina|Henke|2199|Male|1993-02-13
Hungary|Charles|Herve|2200|Male|1989-05-22
India|Leonard|Prakash|2201|Female|1999-11-03
United_States|Jelena|Toucey|2202|Male|1979-02-04
Japan|Fumiyuki|Hoshino|2203|Female|1979-07-07
Germany|William|Sporle|2204|Female|1990-05-21
United_States|John Michael Thomas|Chavira|2205|Female|1984-11-03
United_States|Sofia|Honeycutt|2206|Male|1974-02-08
United_States|Chris Sullivan|Schorr|2207|Female|1994-08-14
France|Luis Federico|Brottier|2208|Male|1981-08-02
United_States|Alfred Thomas Archimedes|Halliburton|2209|Male|1997-04-04
United_States|Fuller|Naess|2210|Female|1998-07-25
England|Kirk|Medwin|2211|Male|1989-07-08
Israel|Ilan|Brand|2212|Male|1989-05-24
Germany|Heiko|Bechler|2213|Female|1970-03-15
United_States|Christopher B.|Popson|2214|Male|1986-05-21
United_States|Abraham M.|Pogorzelski|2215|Female|1974-09-11
Russian_Empire|Sergei|Kol|2216|Female|1976-02-15
France|Camille|Bobet|2217|Female|1980-02-14
Russian_Empire|Nestor|Inculet|2218|Female|1981-11-02
England|William Guybon|Alexandrou|2219|Male|1995-11-22
United_States|Illinois|Garvelink|2220|Female|1980-01-26
United_States|Walter Parazaider|Dahmer|2221|Female|1978-07-22
Canada|Leah|Briere|2222|Female|1971-10-28
New_Zealand|Howard|Mitchell|2223|Female|1993-01-13
United_States|Roy Owen Haynes|Trudel|2224|Female|1992-04-14
Germany|Rosemarie|Krauter|2225|Female|1970-05-09
Australia|Larissa|Sing|2226|Male|1989-11-18
United_States|Alexander Emanuel|Attanasio|2227|Male|1971-04-14
England|William Ross|Barkly|2228|Male|1980-08-03
Belgium|Leo Joseph|Vernes|2229|Female|1985-11-03
England|Lewis|Ellerington|2230|Female|1981-03-16
England|Harold Munro|Speed|2231|Male|1975-04-09
England|Mary Martha|Panjabi|2232|Male|1971-04-01
United_States|Poul|Carnahan|2233|Female|1980-02-15
Japan|Midorinosuke|Kurose|2234|Female|1982-03-08
United_States|Illinois|Champion|2235|Male|1986-11-06
Australia|Byron|Usher|2236|Female|1992-06-17
Sweden|Krister|Spira|2237|Female|1994-05-22
United_States|James Blanco Martin|Paltrow|2238|Female|1972-03-13
England|W G|Egerton|2239|Male|1972-01-27
United_States|McKenzie|Schiele|2240|Male|1977-03-14
Scotland|Robert Edmond|Scott-Elliot|2241|Female|1984-10-22
Australia|Jeff|Plumb|2242|Male|1973-08-26
France|John Baptist Mary|Paviot|2243|Female|1989-10-12
United_States|Trever|Shambroom|2244|Female|1981-10-12
United_States|Daniela|Cypress|2245|Male|1975-02-24
Italy|Felix|Marconato|2246|Male|1972-04-29
Russia|Albert|Boyarsky|2247|Female|1974-06-28
United_States|Hector|Hope|2248|Female|1981-04-13
Germany|Waldemar Von|Burdach|2249|Female|1990-11-19
United_States|Maxwell|Wilcox|2250|Female|1977-08-24
United_States|Ashli Amari|Moss|2251|Male|1987-04-02
Italy|Giuditta|La Vecchia|2252|Male|1990-01-04
United_States|Olive Ann|Key|2253|Female|1996-04-16
England|Kent|Keep|2254|Male|1977-11-28
United_States|Glynn|Alexander|2255|Female|1992-10-25
Argentina|Roberto|Agresti|2256|Male|1990-02-05
England|Nicholas Simper|Buller|2257|Male|1991-05-19
United_Kingdom|Eric Robin Bell|Cairns|2258|Female|1994-01-15
United_States|William Alonzo Anderson|Hibbler|2259|Female|1988-04-05
United_States|Clarence Ray|Ovshinsky|2260|Female|1977-03-11
France|Pierre-Auguste|Rochefoucauld|2261|Male|1990-02-24
United_States|Riki|Doqui|2262|Male|1987-04-12
United_States|Tijuana|Benton|2263|Male|1985-07-24
United_States|Kelly Keeling|Futterman|2264|Male|1981-03-16
United_States|Ellen|Stiller|2265|Male|1999-06-10
United_States|Michio|Adler|2266|Male|1997-01-26
United_States|Melvin R.|Heilbrun|2267|Female|1991-05-16
United_States|Eric M. Coonce|Pennick|2268|Male|1994-01-21
Germany|Hermann-Ernst|Maetzig|2269|Male|1977-10-26
United_States|Ina|Bowerman|2270|Male|1973-06-20
England|Anthony James|Epstein|2271|Female|1990-01-14
United_States|Jacques|Schenk|2272|Male|1979-01-26
England|Reg|Bidmead|2273|Male|1983-04-17
United_States|Robert L.|Goetz|2274|Female|1982-11-19
United_States|Nancy J.|Sellecca|2275|Male|1980-05-03
United_States|Stephen W.|Ford|2276|Female|1971-08-01
Thailand|Wutthipong|Kamsab|2277|Female|1984-08-08
United_States|Keith Russell|Maughan|2278|Female|1992-11-12
India|P A|Joseph|2279|Female|1979-04-18
United_States|Zeena|Dorrance|2280|Male|1983-01-22
United_States|Temple|Willson|2281|Female|1995-10-12
Belgium|Alda Leppens|Bettens|2282|Female|1981-10-06
United_States|Sendhil|Ashford|2283|Female|1985-01-20
United_States|Nicole Prescovia Elikolani Valiente|Swift|2284|Male|1975-04-25
United_States|Ebby|Font|2285|Male|1992-08-06
England|Paul Trevor|Willson-Piper|2286|Male|1994-02-29
England|Mark Nicholas|Moss|2287|Female|1976-01-05
England|Hervey de|Curran|2288|Male|1972-07-21
England|Edward Metcalf|Amor|2289|Male|1986-07-03
United_States|Zelda|Greaza|2290|Female|1970-09-06
United_States|Ossie|Montez|2291|Female|1992-07-01
United_Kingdom|Goran|Macintyre|2292|Female|1977-05-14
United_States|Mickey|Sandman|2293|Female|1999-01-02
England|Zak Starkey|Alcott|2294|Male|1986-10-19
United_States|Thomasina Winifred Montgomery|Rafalowski|2295|Male|1991-02-12
United_States|Barrence|Louis|2296|Female|1985-05-02
England|Sir William Withey|Harston|2297|Male|1992-04-23
United_States|Douglas James Kershaw|O'Neal|2298|Female|1979-01-23
United_States|Gordon P.|Sisco|2299|Female|1987-09-01
United_States|Elise|Burnside|2300|Male|1995-02-02
United_States|Wallace Hume|Jurvetson|2301|Female|1977-09-27
England|Peter Edward|Moses-Garvey|2302|Female|1982-06-12
United_States|Sasha|Sidney|2303|Male|1982-11-05
United_States|Steve|Adleman|2304|Female|1985-03-17
England|Ric|Shearer|2305|Male|1993-02-20
United_States|Marvin Earl Johnson|C.K.|2306|Male|1972-09-14
Paraguay|Celso|Pindu|2307|Female|1981-04-29
Canada|Stan|Stastny|2308|Female|1970-08-22
United_States|Jadin|Corley|2309|Female|1971-02-20
England|Abraham|Thaw|2310|Female|1983-10-26
United_States|Michael J.|Dallman|2311|Male|1981-10-11
United_States|Arnette Cleophus Cobbs|Daly|2312|Female|1978-10-03
Germany|Gustav|Zeller|2313|Female|1987-06-14
United_States|R. Harmon Sr.|Deerlin|2314|Female|1973-06-08
Chile|Antonio|Amenábar|2315|Female|1982-08-12
Italy|Charles Camillo|Petroni|2316|Male|1995-08-03
United_States|John Stuart|Lo Truglio|2317|Male|1990-06-14
United_States|William James Basie|Phipps|2318|Male|1993-07-07
Wales|Albert|Thorley|2319|Female|1979-05-15
France|Joachim|Capin|2320|Female|1982-09-24
United_States|Nicholas Porter|Sebesky|2321|Male|1976-10-09
France|Duchess|Pentecote|2322|Male|1987-06-25
England|Kym|Bonham|2323|Male|1971-02-22
United_States|Babe|Tyrrell|2324|Female|1995-08-23
United_States|Joanie|Binger|2325|Male|1974-02-22
United_States|Theron Hale|Paulson|2326|Male|1991-09-03
United_States|Ira Wells|MacLaine|2327|Female|1988-02-11
Venezuela|Andrew|Armas|2328|Male|1985-07-25
India|P. B.|Patel|2329|Female|1977-03-06
United_States|Maury|Gibbs|2330|Male|1982-03-17
United_States|Renee|Poehler|2331|Female|1971-08-19
Germany|Harris|Lenel|2332|Female|1995-06-11
United_States|Owen|Paul|2333|Male|1974-06-04
England|Ziya|Rushworth|2334|Female|1970-08-04
United_States|Melbourne E. Bay|Hersh|2335|Female|1985-06-05
United_States|Barkin' Bill|Logic|2336|Female|1999-07-26
United_States|John Jordan|Jean|2337|Male|1988-04-07
United_States|Aldrich|Wedgeworth|2338|Female|1981-08-06
India|Naseeruddin|Mridul|2339|Female|1998-09-02
Italy|Liana|Michelini|2340|Female|1991-05-17
United_States|Micah|Lefelhocz|2341|Male|1995-05-11
United_States|Donald Ervin|Bourjaily|2342|Female|1981-11-04
United_States|Lainie|Gaddis|2343|Female|1984-05-01
United_States|May Merrill|Stults|2344|Female|1994-03-17
Poland|Wislawa|Calbecki|2345|Male|1989-06-09
United_States|Darrell C.|Conley|2346|Female|1987-09-12
Canada|Jean Adelard|Zawatsky|2347|Female|1970-07-16
United_States|Terri Lynn|Lefler|2348|Female|1993-05-20
Russia|Paweł|Mikhaylov|2349|Female|1997-02-05
United_States|Ab|Hatch|2350|Female|1999-04-23
United_States|Dereck E.|Ansari|2351|Female|1974-02-04
Japan|Hisakatsu|Kataoka|2352|Female|1978-08-28
India|Arnab|Driver|2353|Female|1973-01-18
United_States|Raul G.|Bloomer|2354|Male|1999-07-02
Scotland|James Arthur|Doig|2355|Male|1990-07-24
United_States|Crawford|Brann|2356|Female|1971-04-06
United_States|Jimmy G.|Schweikher|2357|Male|1979-03-09
United_States|Jeanna|Santos|2358|Female|1984-10-12
England|Erasmus|Lombard|2359|Male|1984-05-12
United_States|Megan|Gade|2360|Male|1992-03-05
Canada|Richard George Manuel|Liscombe|2361|Female|1991-05-04
United_States|Angel|Metwally|2362|Female|1984-05-12
United_States|Penny|Smith II|2363|Male|1992-07-19
England|Thomas|Davenport|2364|Female|1997-07-07
United_States|Janis Lyn Joplin|Dove|2365|Male|1997-06-08
United_States|Fats|Jack|2366|Male|1989-08-28
England|Sheherazade|Myrie-Williams|2367|Male|1975-04-26
United_States|Henri A.|Kull|2368|Female|1977-11-05
England|Nobby|Martland|2369|Female|1988-06-03
United_States|Gayl|Brieden|2370|Female|1976-06-21
United_States|Harris Glenn|Tousey|2371|Male|1987-10-23
England|Donna|Dring|2372|Female|1987-09-07
United_States|P.D.|Robie|2373|Male|1973-11-20
United_States|Connie|Herer|2374|Male|1983-11-26
United_States|Michael T|Redmond|2375|Female|1991-08-02
United_States|John N.|Partridge|2376|Female|1994-07-03
England|Neil Raymond|Boateng|2377|Female|1990-02-24
Iran|Mohammad Ali|Kharrazi|2378|Male|1973-02-01
United_States|Bobby Wheezer|Shell|2379|Female|1989-05-21
United_States|Raymond A. Gillen|Fraley|2380|Female|1986-07-24
United_States|George P.|Munday|2381|Female|1970-02-01
Germany|Thomas|Thorhauer|2382|Female|1993-01-10
United_States|Dayton Leroy|Columbus|2383|Male|1994-11-09
United_States|Melissa Claire|Alland|2384|Male|1992-05-07
Netherlands|Jan Van|Haasse|2385|Male|1972-02-04
United_States|Laura Z.|Deegan|2386|Male|1993-01-08
United_States|Mikhail|Koechner|2387|Female|1977-08-10
United_States|Lawrence Parker|Bina|2388|Male|1980-01-22
